,row_id,x,y,accuracy,time,place_id
3190976,3190976,2.4126,2.3401,64,168211,4980449560
3191451,3191451,2.0834,2.4724,74,680862,9028446138
3191921,3191921,2.0798,2.0627,35,354770,1247398579
3192053,3192053,2.0302,2.4909,60,488153,8632641802
3192493,3192493,2.0014,2.3151,75,463877,5996801204
3192720,3192720,2.0142,2.1126,190,677866,8805392384
3192831,3192831,2.4762,2.1548,72,765946,1353609798
3192962,3192962,2.1452,2.0442,61,637934,8901439897
3193080,3193080,2.3681,2.3694,65,612632,5967678921
3193103,3193103,2.0448,2.3568,175,434592,6612358638
3193812,3193812,2.4134,2.1353,159,506918,3958678140
3193915,3193915,2.0152,2.2302,52,588200,4160978754
3194651,3194651,2.2007,2.196,58,779313,4724115005
3195169,3195169,2.3331,2.4834,26,511140,7309958589
3195295,3195295,2.2081,2.2415,79,522396,6989100050
3195540,3195540,2.1429,2.4037,69,657750,8375359147
3196367,3196367,2.4778,2.219,161,686798,6415973399
3197209,3197209,2.2124,2.2028,65,131857,9786352208
3197295,3197295,2.4422,2.4436,58,139953,5806536504
3197646,3197646,2.0511,2.0856,9,37280,4830766946
3199177,3199177,2.034,2.1436,6,680422,1888886465
3199840,3199840,2.1844,2.15,180,421044,9411632641
3200900,3200900,2.0103,2.2707,74,212441,8910836365
3201337,3201337,2.3142,2.4968,160,220498,7003477198
3201568,3201568,2.4486,2.2623,29,685864,4707444542
3201810,3201810,2.4806,2.2474,13,354845,2634419689
3201936,3201936,2.486,2.1948,22,329847,2798916564
3202767,3202767,2.0362,2.0769,39,648412,1247398579
3203657,3203657,2.0344,2.0577,175,452324,3197745311
3203959,3203959,2.3798,2.252,76,636956,4707444542
3204089,3204089,2.1388,2.0974,4,326333,1040557418
3204184,3204184,2.0841,2.061,39,717047,8901439897
3204600,3204600,2.3928,2.2565,656,296578,9163418858
3204813,3204813,2.3661,2.3057,161,310822,6201971924
3204857,3204857,2.1412,2.0112,24,355640,1412788381
3205240,3205240,2.461,2.196,74,593798,1113141722
3205522,3205522,2.484,2.2392,166,38898,7168649657
3207444,3207444,2.211,2.197,68,350432,9786352208
3208112,3208112,2.1542,2.4015,245,566103,7547963563
3208347,3208347,2.3015,2.0997,20,473220,8283681418
3208362,3208362,2.2162,2.2016,171,5833,8635054095
3208813,3208813,2.499,2.1603,68,104709,1353609798
3209299,3209299,2.0859,2.2435,46,505752,3600238406
3209447,3209447,2.4321,2.1265,87,518753,3958678140
3210857,3210857,2.0208,2.1166,149,30206,6644748171
3211489,3211489,2.4709,2.2636,61,446756,5265295166
3211520,3211520,2.2425,2.3982,54,203662,3610237287
3211760,3211760,2.4442,2.3387,77,162362,4980449560
3213095,3213095,2.4738,2.2019,66,10747,1113141722
3213392,3213392,2.2752,2.384,121,696277,5967678921
3214404,3214404,2.238,2.2452,27,356064,1207701286
3214413,3214413,2.271,2.1995,61,682903,8169595806
3214515,3214515,2.4642,2.0387,56,311441,4058779715
3215039,3215039,2.1457,2.4271,63,625197,4727163874
3215374,3215374,2.4515,2.4326,33,654387,5806536504
3215731,3215731,2.307,2.2457,956,616739,4707444542
3215744,3215744,2.0219,2.1307,70,754335,5845520128
3216137,3216137,2.4949,2.009,27,545522,5525134064
3216287,3216287,2.0792,2.4805,64,689159,9904182060
3216300,3216300,2.3284,2.4965,16,104989,7309958589
3217114,3217114,2.0401,2.4361,20,337929,5737973743
3217976,3217976,2.4661,2.2137,165,712564,6415973399
3218003,3218003,2.312,2.398,43,690961,5391901741
3218112,3218112,2.1881,2.0818,160,21194,5599234491
3218137,3218137,2.3639,2.2284,17,96793,4206192102
3218312,3218312,2.4158,2.3603,55,597998,5967678921
3218581,3218581,2.3693,2.1967,46,687496,2636621520
3218670,3218670,2.3833,2.2926,72,240173,4891942888
3218713,3218713,2.3381,2.0953,13,125541,4740794071
3218717,3218717,2.0383,2.4328,33,643886,5682148659
3219263,3219263,2.1895,2.2282,54,161162,7782472711
3219627,3219627,2.4964,2.3303,70,521270,9416485781
3219789,3219789,2.1631,2.0062,61,457590,1648494054
3219927,3219927,2.4293,2.0179,79,602507,1026507711
3219959,3219959,2.3863,2.257,54,132067,6999024158
3220107,3220107,2.4565,2.3111,83,436890,7327800834
3220424,3220424,2.3178,2.067,9,335467,8358950104
3221510,3221510,2.2415,2.0944,78,434930,5336264513
3221645,3221645,2.4368,2.3944,74,229952,3615845346
3222229,3222229,2.4922,2.4852,84,740821,8286144077
3222313,3222313,2.3229,2.2713,62,583580,7065571836
3223136,3223136,2.498,2.2523,50,782585,6989100050
3223208,3223208,2.0641,2.3376,68,545155,4261838374
3223228,3223228,2.4204,2.2805,75,649738,2819110495
3223405,3223405,2.4909,2.2977,70,776086,3359704573
3223791,3223791,2.3023,2.1912,71,508397,9983648790
3224386,3224386,2.3306,2.2,19,549569,2636621520
3224665,3224665,2.2831,2.3385,5,308447,9485490041
3224776,3224776,2.2171,2.3053,53,753054,7200786396
3225097,3225097,2.2506,2.0057,11,111534,1026507711
3225385,3225385,2.464,2.4287,179,645669,5806536504
3226355,3226355,2.4967,2.2487,73,595793,2634419689
3226457,3226457,2.192,2.0706,165,375301,5599234491
3226636,3226636,2.2455,2.0922,64,175699,9929803766
3226799,3226799,2.3172,2.2541,56,617349,8329829655
3226962,3226962,2.4375,2.2471,38,248313,5336109353
3227185,3227185,2.181,2.4463,66,361677,9999851158
3227599,3227599,2.0443,2.4192,46,21740,6914819828
3228050,3228050,2.0226,2.4319,11,354288,5737973743
3228171,3228171,2.4906,2.3261,66,725805,3359704573
3228304,3228304,2.0942,2.4033,52,394924,8980163153
3228741,3228741,2.3338,2.2202,74,719709,2215885112
3229265,3229265,2.1957,2.2536,100,535567,1124621228
3229600,3229600,2.4145,2.3789,12,137744,3615845346
3229762,3229762,2.437,2.3843,65,18332,3615845346
3229857,3229857,2.2618,2.0973,69,74970,7727090889
3230790,3230790,2.464,2.0058,69,473575,5468579276
3230963,3230963,2.0706,2.4145,57,272649,9313893105
3231034,3231034,2.4087,2.0959,32,383937,7511942547
3231649,3231649,2.4841,2.4968,165,133853,8554799515
3231777,3231777,2.3632,2.2632,14,17504,5201352257
3231844,3231844,2.0744,2.0563,54,530226,1247398579
3231853,3231853,2.3153,2.1973,30,259270,9983648790
3232166,3232166,2.0481,2.429,19,585752,5737973743
3232767,3232767,2.4768,2.2058,61,685370,2798916564
3232938,3232938,2.4767,2.4616,76,441664,6050078474
3233147,3233147,2.3669,2.2842,77,540415,6201971924
3233689,3233689,2.4828,2.2417,12,79945,2634419689
3233859,3233859,2.2398,2.4381,807,370981,7563828622
3233964,3233964,2.0641,2.0488,66,621844,5831595982
3234851,3234851,2.214,2.3307,62,694793,8914246980
3235462,3235462,2.1096,2.4002,76,295894,4634909749
3236212,3236212,2.4521,2.1916,9,103383,6640855361
3236241,3236241,2.3156,2.1114,5,726783,8283681418
3236250,3236250,2.0986,2.2433,72,519937,1882937204
3237238,3237238,2.3995,2.197,10,306809,2636621520
3237335,3237335,2.2557,2.2142,167,518560,8635054095
3237552,3237552,2.0983,2.0031,61,206538,2636897860
3238480,3238480,2.088,2.1895,57,639593,5476052193
3238735,3238735,2.4452,2.0204,65,251078,1026507711
3238926,3238926,2.3868,2.2345,65,57722,7885119289
3239464,3239464,2.3476,2.4939,69,502665,7309958589
3239722,3239722,2.4847,2.1098,155,725270,5136265006
3240080,3240080,2.3688,2.4816,29,678004,7309958589
3240124,3240124,2.0771,2.1856,30,58206,6471527236
3240218,3240218,2.3048,2.1106,23,134910,4740794071
3240611,3240611,2.0157,2.25,65,667791,8910836365
3240910,3240910,2.4543,2.042,3,599489,9118212765
3241963,3241963,2.2082,2.1231,70,475090,1654137180
3242304,3242304,2.2316,2.3566,65,142123,8708549361
3242648,3242648,2.2004,2.2483,8,315362,9163418858
3243081,3243081,2.3354,2.0069,71,47268,1553752228
3243526,3243526,2.0453,2.4291,71,299576,6914819828
3244278,3244278,2.021,2.4338,44,31693,5737973743
3244404,3244404,2.0811,2.1076,31,736588,1040557418
3244443,3244443,2.4838,2.2643,65,591878,5611157367
3245022,3245022,2.0573,2.4727,271,101427,5674526599
3245382,3245382,2.1207,2.1064,83,142527,9929803766
3245456,3245456,2.3711,2.1537,22,698657,8211738452
3245699,3245699,2.1704,2.1266,140,683691,8805392384
3245763,3245763,2.11,2.4487,72,471999,1538901962
3246112,3246112,2.0759,2.424,30,110508,6914819828
3246463,3246463,2.2234,2.3585,35,408456,8708549361
3246777,3246777,2.0073,2.3588,65,469816,1068896566
3247127,3247127,2.1725,2.2106,26,610899,9021444238
3247308,3247308,2.4085,2.0722,30,754056,3455925971
3247329,3247329,2.4728,2.2649,20,21997,5265295166
3247504,3247504,2.2367,2.1995,168,174368,8635054095
3247707,3247707,2.2077,2.4224,5,336467,8688194788
3248058,3248058,2.1723,2.0232,73,382833,1877229383
3248349,3248349,2.0856,2.4759,112,132483,2702245993
3248508,3248508,2.4821,2.2367,77,568709,9581098458
3248684,3248684,2.4799,2.3308,25,601277,8421868147
3248725,3248725,2.1006,2.166,73,713119,2850087121
3249054,3249054,2.3148,2.4049,23,738045,5391901741
3249077,3249077,2.4218,2.1578,65,335836,3958678140
3249276,3249276,2.0464,2.0388,18,429236,5831595982
3249405,3249405,2.0868,2.0573,67,780581,1247398579
3249860,3249860,2.0117,2.4446,75,72286,6284927813
3250072,3250072,2.473,2.2611,61,607817,5265295166
3250209,3250209,2.3901,2.4504,22,563556,1837168749
3250721,3250721,2.4286,2.0855,28,683154,7511942547
3250878,3250878,2.3281,2.0061,71,364728,1923792485
3250978,3250978,2.4294,2.0545,65,449044,9118212765
3251954,3251954,2.2266,2.1922,161,562276,8635054095
3252030,3252030,2.1591,2.3212,86,565551,7734254826
3252373,3252373,2.4749,2.2756,20,198657,3265596762
3252786,3252786,2.2903,2.4928,71,752523,1999597424
3253580,3253580,2.413,2.1944,67,677385,8635054095
3254176,3254176,2.3783,2.3541,69,740071,5330180506
3255618,3255618,2.2014,2.4182,2,303165,2659819892
3256561,3256561,2.039,2.3569,64,340251,2870156931
3256662,3256662,2.4807,2.1688,61,514013,1353609798
3256937,3256937,2.0763,2.3418,27,692380,6612358638
3257282,3257282,2.3336,2.2174,10,33837,2636621520
3257404,3257404,2.3617,2.2595,179,150247,2819110495
3257486,3257486,2.3849,2.282,65,557270,6201971924
3258448,3258448,2.3997,2.1523,61,195957,3958678140
3258574,3258574,2.3129,2.3996,70,664890,5819752598
3258594,3258594,2.007,2.1378,42,744609,6232319657
3259315,3259315,2.4081,2.3767,3,141912,3615845346
3259477,3259477,2.4792,2.2606,62,275249,7168649657
3259523,3259523,2.4607,2.2922,83,214843,7327800834
3259925,3259925,2.2182,2.3559,15,730901,1308526469
3260196,3260196,2.0127,2.147,65,98489,6202536485
3261261,3261261,2.0609,2.2238,41,508225,3053428979
3261566,3261566,2.2728,2.2284,4,350743,4916560511
3261752,3261752,2.3058,2.2432,61,307214,5996801204
3261823,3261823,2.2582,2.085,165,433098,7727090889
3261851,3261851,2.3836,2.0751,78,568267,5048587154
3263047,3263047,2.3973,2.1257,200,152837,3958678140
3263339,3263339,2.2106,2.1546,43,585594,4327682625
3263864,3263864,2.2398,2.305,5,330771,7451938189
3264029,3264029,2.3797,2.3774,64,594182,5967678921
3264087,3264087,2.316,2.3197,74,509521,1281439014
3264145,3264145,2.2747,2.031,61,482015,2782307470
3264390,3264390,2.3685,2.288,59,122931,5100539171
3264725,3264725,2.3287,2.1772,54,270,7877745055
3265243,3265243,2.4717,2.4432,63,224710,7398982187
3265305,3265305,2.0134,2.0707,67,767806,3455925971
3265317,3265317,2.033,2.1635,69,667529,7185006122
3265985,3265985,2.0562,2.322,81,696973,3267770776
3266201,3266201,2.0712,2.074,62,734877,1247398579
3266476,3266476,2.0858,2.4877,60,639898,9904182060
3266580,3266580,2.4148,2.3887,2,330929,2474342910
3266833,3266833,2.049,2.4612,70,660167,9904182060
3267727,3267727,2.2333,2.0185,56,588823,3539133103
3268278,3268278,2.3856,2.2797,71,577987,2819110495
3269082,3269082,2.3252,2.19,199,457694,5487991137
3269312,3269312,2.0856,2.051,60,455805,3455925971
3269725,3269725,2.4293,2.3711,70,697582,6178218782
3269904,3269904,2.021,2.263,33,80959,6276467807
3271816,3271816,2.2904,2.3421,161,219543,1763501324
3271866,3271866,2.0706,2.4485,73,694126,9028446138
3271977,3271977,2.31,2.1636,69,89160,7877745055
3272061,3272061,2.3376,2.4814,53,129597,7309958589
3272225,3272225,2.1243,2.0982,67,622579,4907914053
3272369,3272369,2.1567,2.4043,76,713809,5682148659
3272734,3272734,2.2674,2.0795,59,553048,7727090889
3273050,3273050,2.1168,2.3549,57,209463,6612358638
3273241,3273241,2.3672,2.0979,169,262617,6609528716
3273759,3273759,2.4771,2.3395,36,500183,4746481953
3274192,3274192,2.209,2.2263,69,88348,6642266790
3274548,3274548,2.1019,2.0022,59,598173,2636897860
3275136,3275136,2.3902,2.0132,61,26585,1299025140
3275170,3275170,2.1067,2.0246,64,722070,9124125760
3275846,3275846,2.3283,2.4839,201,255553,1999597424
3276865,3276865,2.3724,2.1332,59,755698,8283681418
3276977,3276977,2.3723,2.3738,72,104730,5967678921
3277405,3277405,2.2786,2.0938,139,701452,9427381460
3277567,3277567,2.4588,2.4312,67,780918,5806536504
3277629,3277629,2.1912,2.3467,79,189202,8914246980
3279465,3279465,2.4347,2.2313,84,522383,1891783132
3280181,3280181,2.0576,2.4323,167,512484,3900275744
3280798,3280798,2.0656,2.4244,73,473867,6914819828
3281013,3281013,2.1881,2.2499,65,458893,6989100050
3281719,3281719,2.2429,2.0051,324,416323,3539133103
3282347,3282347,2.3308,2.393,59,720149,5391901741
3282761,3282761,2.4458,2.2319,26,683264,4895788215
3282897,3282897,2.2918,2.0804,12,320242,9427381460
3282977,3282977,2.3512,2.0205,200,218662,1553752228
3283004,3283004,2.1141,2.3896,74,465808,8980163153
3283494,3283494,2.0239,2.049,13,168955,2518938724
3283811,3283811,2.2911,2.1883,67,761934,9983648790
3283977,3283977,2.0131,2.0655,17,734557,5831595982
3284155,3284155,2.3314,2.3122,26,770718,1133183260
3284751,3284751,2.4,2.4404,432,669211,2663110827
3285760,3285760,2.459,2.0074,66,248866,2086490738
3285893,3285893,2.0632,2.0753,17,637110,1247398579
3286291,3286291,2.2996,2.0974,17,384497,8744296252
3286429,3286429,2.3412,2.4028,24,488654,2286217801
3287259,3287259,2.4485,2.0438,65,413964,9118212765
3287515,3287515,2.4979,2.3485,66,44576,2089023022
3288062,3288062,2.0542,2.4799,22,745208,5460296908
3288501,3288501,2.1879,2.3097,5,348596,5996801204
3289047,3289047,2.2537,2.348,233,759038,1590988153
3289246,3289246,2.4589,2.4167,61,372172,5806536504
3289272,3289272,2.0305,2.498,68,197677,9904182060
3289396,3289396,2.2006,2.4353,12,396472,3724482337
3289451,3289451,2.2818,2.2899,63,413412,3733805904
3289774,3289774,2.284,2.4072,15,751814,2579541805
3290934,3290934,2.2963,2.2442,214,229434,1754990946
3291072,3291072,2.2418,2.1056,73,96293,4442182157
3291271,3291271,2.2708,2.3955,56,761757,5247830518
3291970,3291970,2.2025,2.3392,29,582800,5882510939
3292270,3292270,2.019,2.2926,8,59070,7200786396
3292473,3292473,2.4598,2.3104,162,418559,1281439014
3292995,3292995,2.0869,2.0899,70,136478,8064693409
3293045,3293045,2.2731,2.4846,2,184784,8950308472
3293771,3293771,2.3208,2.2617,4,327281,1754990946
3293779,3293779,2.3836,2.3692,4,416823,5967678921
3293963,3293963,2.4107,2.1267,38,607950,3958678140
3294463,3294463,2.2904,2.4175,361,587676,7547963563
3294698,3294698,2.3484,2.476,60,501110,7309958589
3295091,3295091,2.3063,2.2633,11,651768,4695549198
3295353,3295353,2.1595,2.3156,64,783521,2326073244
3296095,3296095,2.1861,2.2038,7,26698,4027129926
3296322,3296322,2.333,2.0567,61,651669,5932915072
3296711,3296711,2.4596,2.3153,61,61910,3359704573
3298138,3298138,2.0594,2.483,64,403337,9904182060
3299002,3299002,2.2238,2.3341,65,663469,9775192577
3301466,3301466,2.4626,2.243,58,644393,6999024158
3302275,3302275,2.0971,2.3691,63,612678,8980163153
3302390,3302390,2.2601,2.3786,80,543900,3610237287
3302731,3302731,2.0145,2.0965,21,764026,8295613475
3302842,3302842,2.0394,2.0948,31,737447,1361218318
3303812,3303812,2.0393,2.491,165,752409,9904182060
3304090,3304090,2.2577,2.0817,8,103229,7707520131
3304233,3304233,2.2338,2.015,32,148098,7628144189
3304644,3304644,2.0959,2.1885,44,383510,2850087121
3304818,3304818,2.4724,2.4081,65,215259,5806536504
3304857,3304857,2.1517,2.3455,21,154622,9674001925
3305233,3305233,2.4241,2.3546,49,338016,4980449560
3306350,3306350,2.362,2.3619,57,510693,5967678921
3306801,3306801,2.1932,2.4156,78,357060,4727163874
3306850,3306850,2.2806,2.1956,72,32402,8635054095
3306881,3306881,2.0737,2.4443,191,396692,8561077637
3308362,3308362,2.3869,2.1802,12,65589,2081026551
3308747,3308747,2.4795,2.2375,23,594237,2634419689
3308748,3308748,2.1912,2.0221,15,768376,7143574187
3310352,3310352,2.2515,2.0847,78,208709,9929803766
3310534,3310534,2.0232,2.0464,73,685854,4510055374
3310848,3310848,2.4392,2.3377,63,542473,4980449560
3311503,3311503,2.3283,2.083,20,262536,6609528716
3311524,3311524,2.1415,2.0218,38,415866,1877229383
3311836,3311836,2.1284,2.1312,15,609460,2229240493
3313035,3313035,2.3795,2.007,59,344490,8660608034
3313332,3313332,2.0939,2.4798,65,23094,9904182060
3313728,3313728,2.1137,2.0675,65,766757,1247398579
3313836,3313836,2.3564,2.4749,65,369825,7309958589
3314554,3314554,2.0158,2.0828,18,92494,9826238723
3314684,3314684,2.2537,2.077,65,554371,7727090889
3315206,3315206,2.0841,2.3633,1,516687,2956702737
3315975,3315975,2.0405,2.4212,64,208868,6914819828
3315985,3315985,2.1315,2.1162,72,741262,2354081030
3316385,3316385,2.1855,2.2019,46,588448,4027129926
3316547,3316547,2.2138,2.4279,70,357799,8688194788
3316937,3316937,2.0798,2.1926,66,679861,2850087121
3317082,3317082,2.4919,2.2432,51,378682,7168649657
3317265,3317265,2.4639,2.3693,2,57430,8530506117
3317333,3317333,2.4068,2.2186,71,579693,1891783132
3317743,3317743,2.0794,2.3783,63,440261,6612358638
3317927,3317927,2.0894,2.4519,30,593024,4827214712
3318824,3318824,2.2428,2.2216,156,279936,9866421927
3319014,3319014,2.3931,2.2706,5,625423,2819110495
3319070,3319070,2.1608,2.0341,69,542939,1877229383
3319131,3319131,2.0743,2.131,9,319036,2571144009
3319230,3319230,2.3704,2.0134,7,766375,7702049746
3319587,3319587,2.4994,2.3075,75,729976,9137541955
3319918,3319918,2.1782,2.3084,9,724691,4964581709
3320255,3320255,2.0389,2.0575,124,527378,2990018952
3321790,3321790,2.0719,2.24,58,619114,1882937204
3322061,3322061,2.3067,2.3616,16,484772,6845868597
3322137,3322137,2.0871,2.2594,48,585038,8777387701
3322562,3322562,2.4183,2.3755,16,356838,3615845346
3322586,3322586,2.2306,2.1248,74,699668,9929803766
3322624,3322624,2.2208,2.0008,898,583315,3953913889
3322646,3322646,2.3808,2.2324,126,321983,5336109353
3322913,3322913,2.4424,2.4846,56,30788,3881689965
3322935,3322935,2.0378,2.4289,188,182522,5737973743
3323340,3323340,2.0116,2.2691,165,599936,8910836365
3323378,3323378,2.1138,2.402,35,619710,4634909749
3323959,3323959,2.2799,2.2327,65,105472,8169595806
3324056,3324056,2.4544,2.3141,63,502776,7327800834
3324075,3324075,2.3002,2.1915,34,738670,9983648790
3324247,3324247,2.4927,2.3332,4,87089,8421868147
3324489,3324489,2.3161,2.1824,158,29318,8635054095
3324937,3324937,2.3384,2.1938,14,237564,7992841259
3325276,3325276,2.0662,2.4471,45,777173,5682148659
3325802,3325802,2.3458,2.4274,10,31422,2579541805
3326246,3326246,2.2426,2.2404,8,334509,1207701286
3326395,3326395,2.4867,2.2486,68,686787,7168649657
3326726,3326726,2.4081,2.3024,3,231096,4261838374
3326763,3326763,2.3355,2.2243,73,420852,2679468328
3327650,3327650,2.0865,2.1078,17,310604,4830766946
3328052,3328052,2.3327,2.21,72,67769,8635054095
3328054,3328054,2.0402,2.3603,199,90498,6612358638
3329152,3329152,2.3933,2.2876,11,148141,6201971924
3329162,3329162,2.4991,2.17,4,352194,6640855361
3329259,3329259,2.351,2.2529,184,176200,6999024158
3329318,3329318,2.2672,2.0202,68,763860,7143574187
3329454,3329454,2.0633,2.0469,64,383995,5014521982
3329507,3329507,2.4599,2.4258,61,320258,5806536504
3329657,3329657,2.2491,2.0595,67,28901,7727090889
3329950,3329950,2.4933,2.2439,72,553140,7168649657
3330417,3330417,2.2729,2.2035,48,715547,9983648790
3331041,3331041,2.4348,2.0817,41,722481,7511942547
3331120,3331120,2.4065,2.1241,10,196237,3958678140
3331655,3331655,2.3828,2.2684,29,628480,2819110495
3332003,3332003,2.0029,2.3695,858,738550,7827992499
3332547,3332547,2.0983,2.4356,53,514701,5682148659
3332765,3332765,2.2923,2.2756,67,403422,3733805904
3333838,3333838,2.1165,2.3821,395,196034,3869813743
3333984,3333984,2.203,2.3326,30,385091,9674001925
3334184,3334184,2.4549,2.0444,3,122550,3110411977
3334458,3334458,2.0033,2.4214,61,15132,7058877770
